date,age_format,cases
2021-06-18,75-79,40
2021-06-18,80-84,30
2021-06-18,85-89,25
2021-06-18,90+,15
2021-06-19,0-4,153
2021-06-19,10-14,638
2021-06-19,15-19,1159
2021-06-19,20-24,1618
2021-06-19,25-29,894
2021-06-19,30-34,521
2021-06-19,35-39,446
2021-06-19,40-44,411
2021-06-19,45-49,358
2021-06-19,5-9,360
2021-06-19,50-54,302
2021-06-19,55-59,215
2021-06-19,60-64,122
2021-06-19,65-69,62
2021-06-19,70-74,53
2021-06-19,75-79,36
2021-06-19,80-84,22
2021-06-19,85-89,12
2021-06-19,90+,15
2021-06-20,0-4,142
2021-06-20,10-14,944
2021-06-20,15-19,1226
2021-06-20,20-24,1688
2021-06-20,25-29,900
2021-06-20,30-34,607
2021-06-20,35-39,495
2021-06-20,40-44,452
2021-06-20,45-49,370
2021-06-20,5-9,435
2021-06-20,50-54,354
2021-06-20,55-59,216
2021-06-20,60-64,135
2021-06-20,65-69,81
2021-06-20,70-74,53
2021-06-20,75-79,25
2021-06-20,80-84,23
2021-06-20,85-89,9
2021-06-20,90+,4
2021-06-21,0-4,240
2021-06-21,10-14,1316
2021-06-21,15-19,1779
2021-06-21,20-24,2536
2021-06-21,25-29,1508
2021-06-21,30-34,978
2021-06-21,35-39,745
2021-06-21,40-44,707
2021-06-21,45-49,606
2021-06-21,5-9,772
2021-06-21,50-54,542
2021-06-21,55-59,368
2021-06-21,60-64,173
2021-06-21,65-69,95
2021-06-21,70-74,64
2021-06-21,75-79,53
2021-06-21,80-84,28
2021-06-21,85-89,16
2021-06-21,90+,12
2021-06-22,0-4,249
2021-06-22,10-14,1426
2021-06-22,15-19,1949
2021-06-22,20-24,2907
2021-06-22,25-29,1772
2021-06-22,30-34,1025
2021-06-22,35-39,809
2021-06-22,40-44,692
2021-06-22,45-49,647
2021-06-22,5-9,709
2021-06-22,50-54,528
2021-06-22,55-59,343
2021-06-22,60-64,182
2021-06-22,65-69,119
2021-06-22,70-74,102
2021-06-22,75-79,50
2021-06-22,80-84,30
2021-06-22,85-89,24
2021-06-22,90+,11
2021-06-23,0-4,317
2021-06-23,10-14,1493
2021-06-23,15-19,2081
2021-06-23,20-24,3105
2021-06-23,25-29,1869
2021-06-23,30-34,1118
2021-06-23,35-39,949
2021-06-23,40-44,744
2021-06-23,45-49,704
2021-06-23,5-9,790
2021-06-23,50-54,513
2021-06-23,55-59,407
2021-06-23,60-64,213
2021-06-23,65-69,129
2021-06-23,70-74,84
2021-06-23,75-79,51
2021-06-23,80-84,39
2021-06-23,85-89,26
2021-06-23,90+,9
2021-06-24,0-4,320
2021-06-24,10-14,1464
2021-06-24,15-19,2135
2021-06-24,20-24,3074
2021-06-24,25-29,1848
2021-06-24,30-34,1190
2021-06-24,35-39,977
2021-06-24,40-44,853
2021-06-24,45-49,739
2021-06-24,5-9,855
2021-06-24,50-54,600
2021-06-24,55-59,416
2021-06-24,60-64,233
2021-06-24,65-69,129
2021-06-24,70-74,93
2021-06-24,75-79,61
2021-06-24,80-84,44
2021-06-24,85-89,17
2021-06-24,90+,15
2021-06-25,0-4,280
2021-06-25,10-14,1457
2021-06-25,15-19,2055
2021-06-25,20-24,3083
2021-06-25,25-29,1575
2021-06-25,30-34,1076
2021-06-25,35-39,897
2021-06-25,40-44,830
2021-06-25,45-49,718
2021-06-25,5-9,870
2021-06-25,50-54,508
2021-06-25,55-59,409
2021-06-25,60-64,211
2021-06-25,65-69,117
2021-06-25,70-74,94
2021-06-25,75-79,73
2021-06-25,80-84,50
2021-06-25,85-89,24
2021-06-25,90+,9
2021-06-26,0-4,273
2021-06-26,10-14,1417
2021-06-26,15-19,1942
2021-06-26,20-24,2891
2021-06-26,25-29,1571
2021-06-26,30-34,1043
2021-06-26,35-39,868
2021-06-26,40-44,783
2021-06-26,45-49,680
2021-06-26,5-9,799
2021-06-26,50-54,539
2021-06-26,55-59,393
2021-06-26,60-64,237
2021-06-26,65-69,101
2021-06-26,70-74,89
2021-06-26,75-79,80
2021-06-26,80-84,40
2021-06-26,85-89,27
2021-06-26,90+,10
2021-06-27,0-4,268
2021-06-27,10-14,1912
2021-06-27,15-19,2198
2021-06-27,20-24,3084
2021-06-27,25-29,1581
2021-06-27,30-34,1131
2021-06-27,35-39,969
2021-06-27,40-44,830
2021-06-27,45-49,737
2021-06-27,5-9,858
2021-06-27,50-54,620
2021-06-27,55-59,415
2021-06-27,60-64,241
2021-06-27,65-69,120
2021-06-27,70-74,122
2021-06-27,75-79,74
2021-06-27,80-84,43
2021-06-27,85-89,13
2021-06-27,90+,25
2021-06-28,0-4,466
2021-06-28,10-14,2760
2021-06-28,15-19,3140
2021-06-28,20-24,4533
2021-06-28,25-29,2372
2021-06-28,30-34,1679
2021-06-28,35-39,1410
2021-06-28,40-44,1367
2021-06-28,45-49,1134
2021-06-28,5-9,1516
2021-06-28,50-54,901
2021-06-28,55-59,606
2021-06-28,60-64,321
2021-06-28,65-69,198
2021-06-28,70-74,153
2021-06-28,75-79,89
2021-06-28,80-84,62
2021-06-28,85-89,34
2021-06-28,90+,21
2021-06-29,0-4,479
2021-06-29,10-14,2556
2021-06-29,15-19,3240
2021-06-29,20-24,4738
2021-06-29,25-29,2680
2021-06-29,30-34,1873
2021-06-29,35-39,1507
2021-06-29,40-44,1345
2021-06-29,45-49,1117
2021-06-29,5-9,1405
2021-06-29,50-54,885
2021-06-29,55-59,637
2021-06-29,60-64,376
2021-06-29,65-69,236
2021-06-29,70-74,157
2021-06-29,75-79,108
2021-06-29,80-84,63
2021-06-29,85-89,42
2021-06-29,90+,28
2021-06-30,0-4,473
2021-06-30,10-14,2518
2021-06-30,15-19,3253
2021-06-30,20-24,4582
2021-06-30,25-29,2799
2021-06-30,30-34,1930
2021-06-30,35-39,1657
2021-06-30,40-44,1472
2021-06-30,45-49,1217
2021-06-30,5-9,1447
2021-06-30,50-54,867
2021-06-30,55-59,639
2021-06-30,60-64,370
2021-06-30,65-69,210
2021-06-30,70-74,154
2021-06-30,75-79,93
2021-06-30,80-84,71
2021-06-30,85-89,29
2021-06-30,90+,30
2021-07-01,0-4,439
2021-07-01,10-14,2314
2021-07-01,15-19,3301
2021-07-01,20-24,4642
2021-07-01,25-29,2743
2021-07-01,30-34,1954
2021-07-01,35-39,1548
2021-07-01,40-44,1355
2021-07-01,45-49,1208
2021-07-01,5-9,1319
2021-07-01,50-54,976
2021-07-01,55-59,673
2021-07-01,60-64,400
2021-07-01,65-69,216
2021-07-01,70-74,163
2021-07-01,75-79,107
2021-07-01,80-84,67
2021-07-01,85-89,50
2021-07-01,90+,22
2021-07-02,0-4,440
2021-07-02,10-14,2316
2021-07-02,15-19,3000
2021-07-02,20-24,4127
2021-07-02,25-29,2517
2021-07-02,30-34,1818
2021-07-02,35-39,1473
2021-07-02,40-44,1328
2021-07-02,45-49,1110
2021-07-02,5-9,1336
2021-07-02,50-54,881
2021-07-02,55-59,705
2021-07-02,60-64,408
2021-07-02,65-69,236
2021-07-02,70-74,184
2021-07-02,75-79,123
2021-07-02,80-84,67
2021-07-02,85-89,43
2021-07-02,90+,29
2021-07-03,0-4,395
2021-07-03,10-14,2068
2021-07-03,15-19,2923
2021-07-03,20-24,3612
2021-07-03,25-29,2320
2021-07-03,30-34,1670
2021-07-03,35-39,1439
2021-07-03,40-44,1203
2021-07-03,45-49,999
2021-07-03,5-9,1084
2021-07-03,50-54,820
2021-07-03,55-59,623
2021-07-03,60-64,370
2021-07-03,65-69,202
2021-07-03,70-74,165
2021-07-03,75-79,113
2021-07-03,80-84,65
2021-07-03,85-89,26
2021-07-03,90+,24
2021-07-04,0-4,405
2021-07-04,10-14,2849
2021-07-04,15-19,3102
2021-07-04,20-24,3657
2021-07-04,25-29,2480
2021-07-04,30-34,1906
2021-07-04,35-39,1559
2021-07-04,40-44,1398
2021-07-04,45-49,1196
2021-07-04,5-9,1216
2021-07-04,50-54,989
2021-07-04,55-59,723
2021-07-04,60-64,408
2021-07-04,65-69,228
2021-07-04,70-74,177
2021-07-04,75-79,101
2021-07-04,80-84,58
2021-07-04,85-89,45
2021-07-04,90+,17
2021-07-05,0-4,564
2021-07-05,10-14,3512
2021-07-05,15-19,4058
2021-07-05,20-24,4893
2021-07-05,25-29,3511
2021-07-05,30-34,2723
2021-07-05,35-39,2174
2021-07-05,40-44,1799
2021-07-05,45-49,1525
2021-07-05,5-9,1852
2021-07-05,50-54,1252
2021-07-05,55-59,879
2021-07-05,60-64,524
2021-07-05,65-69,303
2021-07-05,70-74,240
2021-07-05,75-79,136
2021-07-05,80-84,86
2021-07-05,85-89,51
2021-07-05,90+,32
2021-07-06,0-4,573
2021-07-06,10-14,3260
2021-07-06,15-19,4213
2021-07-06,20-24,5163
2021-07-06,25-29,4065
2021-07-06,30-34,2969
2021-07-06,35-39,2335
2021-07-06,40-44,1942
2021-07-06,45-49,1621
2021-07-06,5-9,1731
2021-07-06,50-54,1290
2021-07-06,55-59,895
2021-07-06,60-64,541
2021-07-06,65-69,296
2021-07-06,70-74,246
2021-07-06,75-79,146
2021-07-06,80-84,87
2021-07-06,85-89,63
2021-07-06,90+,48
2021-07-07,0-4,616
2021-07-07,10-14,3391
2021-07-07,15-19,4546
2021-07-07,20-24,5716
2021-07-07,25-29,4766
2021-07-07,30-34,3441
2021-07-07,35-39,2642
2021-07-07,40-44,2149
2021-07-07,45-49,1722
2021-07-07,5-9,1702
2021-07-07,50-54,1416
2021-07-07,55-59,977
2021-07-07,60-64,653
2021-07-07,65-69,352
2021-07-07,70-74,239
2021-07-07,75-79,159
2021-07-07,80-84,94
2021-07-07,85-89,59
2021-07-07,90+,43
2021-07-08,0-4,542
2021-07-08,10-14,2848
2021-07-08,15-19,3885
2021-07-08,20-24,4659
2021-07-08,25-29,3885
2021-07-08,30-34,2982
2021-07-08,35-39,2258
2021-07-08,40-44,1933
2021-07-08,45-49,1535
2021-07-08,5-9,1522
2021-07-08,50-54,1281
2021-07-08,55-59,983
2021-07-08,60-64,577
2021-07-08,65-69,318
2021-07-08,70-74,250
2021-07-08,75-79,147
2021-07-08,80-84,94
2021-07-08,85-89,44
2021-07-08,90+,30
2021-07-09,0-4,538
2021-07-09,10-14,2940
2021-07-09,15-19,3734
2021-07-09,20-24,4164
2021-07-09,25-29,3464
2021-07-09,30-34,2673
2021-07-09,35-39,2277
2021-07-09,40-44,1807
2021-07-09,45-49,1509
2021-07-09,5-9,1464
2021-07-09,50-54,1272
2021-07-09,55-59,948
2021-07-09,60-64,589
2021-07-09,65-69,345
2021-07-09,70-74,276
2021-07-09,75-79,152
2021-07-09,80-84,94
2021-07-09,85-89,62
2021-07-09,90+,42
2021-07-10,0-4,480
2021-07-10,10-14,2844
2021-07-10,15-19,3327
2021-07-10,20-24,3484
2021-07-10,25-29,3001
2021-07-10,30-34,2589
2021-07-10,35-39,2092
2021-07-10,40-44,1720
2021-07-10,45-49,1486
2021-07-10,5-9,1431
2021-07-10,50-54,1186
2021-07-10,55-59,904
2021-07-10,60-64,553
2021-07-10,65-69,339
2021-07-10,70-74,270
2021-07-10,75-79,142
2021-07-10,80-84,100
2021-07-10,85-89,65
2021-07-10,90+,29
2021-07-11,0-4,498
2021-07-11,10-14,3189
2021-07-11,15-19,3640
2021-07-11,20-24,3531
2021-07-11,25-29,3151
2021-07-11,30-34,2741
2021-07-11,35-39,2186
2021-07-11,40-44,1818
2021-07-11,45-49,1501
2021-07-11,5-9,1423
2021-07-11,50-54,1376
2021-07-11,55-59,1034
2021-07-11,60-64,605
2021-07-11,65-69,353
2021-07-11,70-74,240
2021-07-11,75-79,137
2021-07-11,80-84,91
2021-07-11,85-89,46
2021-07-11,90+,23
2021-07-12,0-4,765
2021-07-12,10-14,4316
2021-07-12,15-19,5133
2021-07-12,20-24,5403
2021-07-12,25-29,4666
2021-07-12,30-34,3845
2021-07-12,35-39,3073
2021-07-12,40-44,2586
2021-07-12,45-49,2060
2021-07-12,5-9,2123
2021-07-12,50-54,1903
2021-07-12,55-59,1420
2021-07-12,60-64,829
2021-07-12,65-69,473
2021-07-12,70-74,366
2021-07-12,75-79,233
2021-07-12,80-84,132
2021-07-12,85-89,82
2021-07-12,90+,47
2021-07-13,0-4,725
2021-07-13,10-14,3885
2021-07-13,15-19,5489
2021-07-13,20-24,6544
2021-07-13,25-29,5823
2021-07-13,30-34,4376
2021-07-13,35-39,3337
2021-07-13,40-44,2621
2021-07-13,45-49,2136
2021-07-13,5-9,1983
2021-07-13,50-54,1854
2021-07-13,55-59,1294
2021-07-13,60-64,796
2021-07-13,65-69,466
2021-07-13,70-74,322
2021-07-13,75-79,214
2021-07-13,80-84,107
2021-07-13,85-89,82
2021-07-13,90+,54
2021-07-14,0-4,836
2021-07-14,10-14,4516
2021-07-14,15-19,6872
2021-07-14,20-24,8094
2021-07-14,25-29,7574
2021-07-14,30-34,5672
2021-07-14,35-39,4036
2021-07-14,40-44,3256
2021-07-14,45-49,2571
2021-07-14,5-9,2226
2021-07-14,50-54,2182
2021-07-14,55-59,1623
2021-07-14,60-64,1044
2021-07-14,65-69,613
2021-07-14,70-74,444
2021-07-14,75-79,247
2021-07-14,80-84,154
2021-07-14,85-89,74
2021-07-14,90+,55
2021-07-15,0-4,883
2021-07-15,10-14,4275
2021-07-15,15-19,7539
2021-07-15,20-24,9138
2021-07-15,25-29,8853
2021-07-15,30-34,6584
2021-07-15,35-39,4566
2021-07-15,40-44,3440
2021-07-15,45-49,2777
2021-07-15,5-9,2130
2021-07-15,50-54,2368
2021-07-15,55-59,1937
2021-07-15,60-64,1126
2021-07-15,65-69,640
2021-07-15,70-74,441
2021-07-15,75-79,236
2021-07-15,80-84,177
2021-07-15,85-89,82
2021-07-15,90+,50
2021-07-16,0-4,788
2021-07-16,10-14,3869
2021-07-16,15-19,6378
2021-07-16,20-24,7649
2021-07-16,25-29,7293
2021-07-16,30-34,5590
2021-07-16,35-39,4019
2021-07-16,40-44,3011
2021-07-16,45-49,2511
2021-07-16,5-9,2002
2021-07-16,50-54,2287
2021-07-16,55-59,1723
2021-07-16,60-64,1122
2021-07-16,65-69,626
2021-07-16,70-74,473
2021-07-16,75-79,273
2021-07-16,80-84,144
2021-07-16,85-89,97
2021-07-16,90+,58
2021-07-17,0-4,615
2021-07-17,10-14,3078
2021-07-17,15-19,4319
2021-07-17,20-24,4602
2021-07-17,25-29,4599
2021-07-17,30-34,3633
2021-07-17,35-39,2817
2021-07-17,40-44,2172
2021-07-17,45-49,1879
2021-07-17,5-9,1445
2021-07-17,50-54,1742
2021-07-17,55-59,1304
2021-07-17,60-64,846
2021-07-17,65-69,519
2021-07-17,70-74,393
2021-07-17,75-79,230
2021-07-17,80-84,141
2021-07-17,85-89,79
2021-07-17,90+,55
2021-07-18,0-4,630
2021-07-18,10-14,3788
2021-07-18,15-19,4192
2021-07-18,20-24,4329
2021-07-18,25-29,4228
2021-07-18,30-34,3432
2021-07-18,35-39,2674
2021-07-18,40-44,2242
2021-07-18,45-49,1961
2021-07-18,5-9,1523
2021-07-18,50-54,1801
2021-07-18,55-59,1359
2021-07-18,60-64,880
2021-07-18,65-69,520
2021-07-18,70-74,362
2021-07-18,75-79,218
2021-07-18,80-84,136
2021-07-18,85-89,77
2021-07-18,90+,57
2021-07-19,0-4,871
2021-07-19,10-14,4473
2021-07-19,15-19,4763
2021-07-19,20-24,5251
2021-07-19,25-29,5293
2021-07-19,30-34,4595
2021-07-19,35-39,3618
2021-07-19,40-44,2853
2021-07-19,45-49,2545
2021-07-19,5-9,2250
2021-07-19,50-54,2315
2021-07-19,55-59,1835
2021-07-19,60-64,1134
2021-07-19,65-69,693
2021-07-19,70-74,494
2021-07-19,75-79,330
2021-07-19,80-84,213
2021-07-19,85-89,108
2021-07-19,90+,82
2021-07-20,0-4,771
2021-07-20,10-14,3711
2021-07-20,15-19,3848
2021-07-20,20-24,4210
2021-07-20,25-29,4278
2021-07-20,30-34,3848
2021-07-20,35-39,2905
2021-07-20,40-44,2291
2021-07-20,45-49,2054
2021-07-20,5-9,1864
2021-07-20,50-54,1873
2021-07-20,55-59,1468
2021-07-20,60-64,905
2021-07-20,65-69,575
2021-07-20,70-74,421
2021-07-20,75-79,270
2021-07-20,80-84,172
2021-07-20,85-89,95
2021-07-20,90+,69
2021-07-21,0-4,740
2021-07-21,10-14,3236
2021-07-21,15-19,3372
2021-07-21,20-24,3544
2021-07-21,25-29,3569
2021-07-21,30-34,3291
2021-07-21,35-39,2618
2021-07-21,40-44,2124
2021-07-21,45-49,1762
2021-07-21,5-9,1537
2021-07-21,50-54,1637
2021-07-21,55-59,1216
2021-07-21,60-64,766
2021-07-21,65-69,519
2021-07-21,70-74,427
2021-07-21,75-79,219
2021-07-21,80-84,144
2021-07-21,85-89,100
2021-07-21,90+,44
2021-07-22,0-4,659
2021-07-22,10-14,2775
2021-07-22,15-19,3047
2021-07-22,20-24,3180
2021-07-22,25-29,3256
2021-07-22,30-34,2930
2021-07-22,35-39,2230
2021-07-22,40-44,1971
2021-07-22,45-49,1605
2021-07-22,5-9,1444
2021-07-22,50-54,1456
2021-07-22,55-59,1081
2021-07-22,60-64,765
2021-07-22,65-69,490
2021-07-22,70-74,339
2021-07-22,75-79,204
2021-07-22,80-84,147
2021-07-22,85-89,81
2021-07-22,90+,48
2021-07-23,0-4,596
2021-07-23,10-14,2519
2021-07-23,15-19,3037
2021-07-23,20-24,2920
2021-07-23,25-29,2649
2021-07-23,30-34,2569
2021-07-23,35-39,2063
2021-07-23,40-44,1677
2021-07-23,45-49,1362
2021-07-23,5-9,1236
2021-07-23,50-54,1324
2021-07-23,55-59,1082
2021-07-23,60-64,722
2021-07-23,65-69,467
2021-07-23,70-74,317
2021-07-23,75-79,210
2021-07-23,80-84,143
2021-07-23,85-89,108
2021-07-23,90+,67
2021-07-24,0-4,466
2021-07-24,10-14,2084
2021-07-24,15-19,2555
2021-07-24,20-24,2357
2021-07-24,25-29,2031
2021-07-24,30-34,1837
2021-07-24,35-39,1520
2021-07-24,40-44,1369
2021-07-24,45-49,1145
2021-07-24,5-9,1053
2021-07-24,50-54,948
2021-07-24,55-59,806
2021-07-24,60-64,528
2021-07-24,65-69,336
2021-07-24,70-74,277
2021-07-24,75-79,175
2021-07-24,80-84,111
2021-07-24,85-89,57
2021-07-24,90+,47
2021-07-25,0-4,426
2021-07-25,10-14,2191
2021-07-25,15-19,2703
2021-07-25,20-24,2582
2021-07-25,25-29,2007
2021-07-25,30-34,1883
2021-07-25,35-39,1468
2021-07-25,40-44,1297
2021-07-25,45-49,1146
2021-07-25,5-9,1083
2021-07-25,50-54,1059
2021-07-25,55-59,812
2021-07-25,60-64,563
2021-07-25,65-69,378
2021-07-25,70-74,247
2021-07-25,75-79,172
2021-07-25,80-84,118
2021-07-25,85-89,74
2021-07-25,90+,42
2021-07-26,0-4,613
2021-07-26,10-14,2333
2021-07-26,15-19,3426
2021-07-26,20-24,3776
2021-07-26,25-29,2910
2021-07-26,30-34,2520
2021-07-26,35-39,2047
2021-07-26,40-44,1700
2021-07-26,45-49,1436
2021-07-26,5-9,1178
2021-07-26,50-54,1265
2021-07-26,55-59,1049
2021-07-26,60-64,697
2021-07-26,65-69,482
2021-07-26,70-74,343
2021-07-26,75-79,264
2021-07-26,80-84,167
2021-07-26,85-89,114
2021-07-26,90+,80
2021-07-27,0-4,539
2021-07-27,10-14,2052
2021-07-27,15-19,3737
2021-07-27,20-24,4420
2021-07-27,25-29,3220
2021-07-27,30-34,2577
2021-07-27,35-39,2045
2021-07-27,40-44,1599
2021-07-27,45-49,1330
2021-07-27,5-9,950
2021-07-27,50-54,1222
2021-07-27,55-59,923
2021-07-27,60-64,632
2021-07-27,65-69,471
2021-07-27,70-74,335
2021-07-27,75-79,201
2021-07-27,80-84,140
2021-07-27,85-89,97
2021-07-27,90+,54
2021-07-28,0-4,474
2021-07-28,10-14,1725
2021-07-28,15-19,3820
2021-07-28,20-24,4789
2021-07-28,25-29,3436
2021-07-28,30-34,2797
2021-07-28,35-39,1954
2021-07-28,40-44,1583
2021-07-28,45-49,1206
2021-07-28,5-9,802
2021-07-28,50-54,1071
2021-07-28,55-59,835
2021-07-28,60-64,604
2021-07-28,65-69,346
2021-07-28,70-74,266
2021-07-28,75-79,205
2021-07-28,80-84,131
2021-07-28,85-89,82
2021-07-28,90+,52
2021-07-29,0-4,435
2021-07-29,10-14,1630
2021-07-29,15-19,3834
2021-07-29,20-24,4708
2021-07-29,25-29,3434
2021-07-29,30-34,2599
2021-07-29,35-39,1903
2021-07-29,40-44,1634
2021-07-29,45-49,1302
2021-07-29,5-9,852
2021-07-29,50-54,1163
2021-07-29,55-59,915
2021-07-29,60-64,593
2021-07-29,65-69,364
2021-07-29,70-74,317
2021-07-29,75-79,210
2021-07-29,80-84,122
2021-07-29,85-89,81
2021-07-29,90+,57
2021-07-30,0-4,410
2021-07-30,10-14,1381
2021-07-30,15-19,3068
2021-07-30,20-24,3567
2021-07-30,25-29,2633
2021-07-30,30-34,2162
2021-07-30,35-39,1564
2021-07-30,40-44,1350
2021-07-30,45-49,1155
2021-07-30,5-9,711
2021-07-30,50-54,1007
2021-07-30,55-59,809
2021-07-30,60-64,524
2021-07-30,65-69,348
2021-07-30,70-74,286
2021-07-30,75-79,175
2021-07-30,80-84,124
2021-07-30,85-89,84
2021-07-30,90+,73
2021-07-31,0-4,331
2021-07-31,10-14,1322
2021-07-31,15-19,2555
2021-07-31,20-24,2688
2021-07-31,25-29,2059
2021-07-31,30-34,1775
2021-07-31,35-39,1291
2021-07-31,40-44,1147
2021-07-31,45-49,986
2021-07-31,5-9,670
2021-07-31,50-54,929
2021-07-31,55-59,729
2021-07-31,60-64,468
2021-07-31,65-69,293
2021-07-31,70-74,247
2021-07-31,75-79,142
2021-07-31,80-84,128
2021-07-31,85-89,84
2021-07-31,90+,51
2021-08-01,0-4,403
