areaCode,areaName,areaType,date,newCasesBySpecimenDate
W92000004,Wales,nation,2020-06-03,74
W92000004,Wales,nation,2020-06-02,71
W92000004,Wales,nation,2020-06-01,64
W92000004,Wales,nation,2020-05-31,46
W92000004,Wales,nation,2020-05-30,70
W92000004,Wales,nation,2020-05-29,106
W92000004,Wales,nation,2020-05-28,102
W92000004,Wales,nation,2020-05-27,118
W92000004,Wales,nation,2020-05-26,102
W92000004,Wales,nation,2020-05-25,106
W92000004,Wales,nation,2020-05-24,83
W92000004,Wales,nation,2020-05-23,122
W92000004,Wales,nation,2020-05-22,136
W92000004,Wales,nation,2020-05-21,132
W92000004,Wales,nation,2020-05-20,166
W92000004,Wales,nation,2020-05-19,212
W92000004,Wales,nation,2020-05-18,169
W92000004,Wales,nation,2020-05-17,117
W92000004,Wales,nation,2020-05-16,166
W92000004,Wales,nation,2020-05-15,180
W92000004,Wales,nation,2020-05-14,132
W92000004,Wales,nation,2020-05-13,154
W92000004,Wales,nation,2020-05-12,150
W92000004,Wales,nation,2020-05-11,178
W92000004,Wales,nation,2020-05-10,107
W92000004,Wales,nation,2020-05-09,136
W92000004,Wales,nation,2020-05-08,115
W92000004,Wales,nation,2020-05-07,176
W92000004,Wales,nation,2020-05-06,171
W92000004,Wales,nation,2020-05-05,175
W92000004,Wales,nation,2020-05-04,141
W92000004,Wales,nation,2020-05-03,108
W92000004,Wales,nation,2020-05-02,179
W92000004,Wales,nation,2020-05-01,177
W92000004,Wales,nation,2020-04-30,200
W92000004,Wales,nation,2020-04-29,176
W92000004,Wales,nation,2020-04-28,152
W92000004,Wales,nation,2020-04-27,173
W92000004,Wales,nation,2020-04-26,121
W92000004,Wales,nation,2020-04-25,137
W92000004,Wales,nation,2020-04-24,213
W92000004,Wales,nation,2020-04-23,200
W92000004,Wales,nation,2020-04-22,253
W92000004,Wales,nation,2020-04-21,259
W92000004,Wales,nation,2020-04-20,281
W92000004,Wales,nation,2020-04-19,181
W92000004,Wales,nation,2020-04-18,248
W92000004,Wales,nation,2020-04-17,324
W92000004,Wales,nation,2020-04-16,363
W92000004,Wales,nation,2020-04-15,361
W92000004,Wales,nation,2020-04-14,319
W92000004,Wales,nation,2020-04-13,273
W92000004,Wales,nation,2020-04-12,248
W92000004,Wales,nation,2020-04-11,247
W92000004,Wales,nation,2020-04-10,308
W92000004,Wales,nation,2020-04-09,391
W92000004,Wales,nation,2020-04-08,386
W92000004,Wales,nation,2020-04-07,386
W92000004,Wales,nation,2020-04-06,383
W92000004,Wales,nation,2020-04-05,224
W92000004,Wales,nation,2020-04-04,281
W92000004,Wales,nation,2020-04-03,330
W92000004,Wales,nation,2020-04-02,337
W92000004,Wales,nation,2020-04-01,327
W92000004,Wales,nation,2020-03-31,278
W92000004,Wales,nation,2020-03-30,343
W92000004,Wales,nation,2020-03-29,159
W92000004,Wales,nation,2020-03-28,167
W92000004,Wales,nation,2020-03-27,193
W92000004,Wales,nation,2020-03-26,177
W92000004,Wales,nation,2020-03-25,190
W92000004,Wales,nation,2020-03-24,140
W92000004,Wales,nation,2020-03-23,134
W92000004,Wales,nation,2020-03-22,75
W92000004,Wales,nation,2020-03-21,76
W92000004,Wales,nation,2020-03-20,73
W92000004,Wales,nation,2020-03-19,58
W92000004,Wales,nation,2020-03-18,29
W92000004,Wales,nation,2020-03-17,57
W92000004,Wales,nation,2020-03-16,29
W92000004,Wales,nation,2020-03-15,31
W92000004,Wales,nation,2020-03-14,18
W92000004,Wales,nation,2020-03-13,29
W92000004,Wales,nation,2020-03-12,25
W92000004,Wales,nation,2020-03-11,14
W92000004,Wales,nation,2020-03-10,12
W92000004,Wales,nation,2020-03-09,3
W92000004,Wales,nation,2020-03-08,1
W92000004,Wales,nation,2020-03-07,2
W92000004,Wales,nation,2020-03-06,0
W92000004,Wales,nation,2020-03-05,0
W92000004,Wales,nation,2020-03-04,1
W92000004,Wales,nation,2020-03-03,0
W92000004,Wales,nation,2020-03-02,0
W92000004,Wales,nation,2020-03-01,0
W92000004,Wales,nation,2020-02-29,0
W92000004,Wales,nation,2020-02-28,0
W92000004,Wales,nation,2020-02-27,1
